run_id,strategy,models_used,model_categories,mean_confidence,consensus_score,consensus_passed,disagreement,latency_ms,latency_beats,phi_efficiency,decision
ENS-000167,cascade,4,"[""sentinel"", ""foundation"", ""validator"", ""predictor""]",0.767,0.768466,True,0.3924,1008.8,1.1555,0.474938,execute
ENS-000168,adversarial,4,"[""synthesizer"", ""foundation"", ""predictor""]",0.758375,0.66466,True,0.5901,1160.7,1.3296,0.410783,execute
ENS-000169,hierarchical,8,"[""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.705313,0.746483,True,0.6638,1947.51,2.2308,0.461352,execute
ENS-000170,committee,5,"[""foundation"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer""]",0.5852,0.678487,True,0.4928,1251.28,1.4333,0.419328,execute
ENS-000171,hierarchical,7,"[""foundation"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.569871,0.757051,True,0.5951,2301.97,2.6369,0.467883,execute
ENS-000172,cascade,3,"[""specialist"", ""foundation"", ""sovereign""]",0.616833,0.653492,True,0.4566,689.06,0.7893,0.40388,execute
ENS-000173,committee,4,"[""specialist"", ""sentinel"", ""synthesizer"", ""validator""]",0.56335,0.540145,False,0.2085,996.43,1.1414,0.333828,escalate
ENS-000174,tournament,7,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.638686,0.733481,True,0.5325,1349.76,1.5461,0.453316,execute
ENS-000175,adaptive,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.670225,0.650777,True,0.5293,2028.56,2.3237,0.402202,execute
ENS-000176,cascade,5,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.64064,0.9327,True,0.5801,1158.15,1.3266,0.57644,execute
ENS-000177,parallel,6,"[""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.639467,0.743339,True,0.2323,327.32,0.3749,0.459409,execute
ENS-000178,tournament,6,"[""specialist"", ""sovereign"", ""predictor""]",0.7192,0.752797,True,0.6038,1591.42,1.8229,0.465254,execute
ENS-000179,tournament,6,"[""synthesizer"", ""specialist"", ""foundation"", ""validator""]",0.61595,0.69528,True,0.4603,1394.83,1.5977,0.429707,execute
ENS-000180,hierarchical,5,"[""foundation"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.77518,0.772298,True,0.4273,1052.2,1.2053,0.477306,execute
ENS-000181,committee,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer""]",0.630525,0.799822,True,0.6264,1402.82,1.6069,0.494317,execute
ENS-000182,committee,4,"[""specialist"", ""foundation"", ""predictor""]",0.72465,0.669552,True,0.4777,812.36,0.9305,0.413806,execute
ENS-000183,parallel,5,"[""foundation"", ""specialist"", ""validator"", ""synthesizer"", ""sovereign""]",0.62218,0.7281,True,0.6308,342.44,0.3923,0.449991,execute
ENS-000184,tournament,6,"[""foundation"", ""specialist"", ""validator"", ""synthesizer"", ""sovereign""]",0.87555,0.680147,True,0.2491,1905.94,2.1832,0.420354,execute
ENS-000185,hierarchical,8,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.82415,0.787104,True,0.6507,2266.07,2.5957,0.486457,execute
ENS-000186,hierarchical,7,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.6199,0.656925,True,0.5797,1265.61,1.4497,0.406002,execute
ENS-000187,parallel,5,"[""synthesizer"", ""specialist"", ""sovereign""]",0.54488,0.746839,True,0.5929,395.05,0.4525,0.461572,execute
ENS-000188,adaptive,4,"[""specialist"", ""validator""]",0.481025,0.609313,False,0.294,409.58,0.4692,0.376576,escalate
ENS-000189,tournament,7,"[""foundation"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.539,0.772357,True,0.6653,1515.56,1.736,0.477343,execute
ENS-000190,committee,8,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.473712,0.617995,False,0.397,1884.32,2.1584,0.381942,escalate
ENS-000191,adversarial,5,"[""specialist"", ""synthesizer"", ""foundation"", ""predictor""]",0.63318,0.582187,False,0.4193,944.47,1.0819,0.359811,escalate
ENS-000192,hierarchical,5,"[""specialist"", ""foundation"", ""validator"", ""predictor""]",0.6573,0.709927,True,0.5127,1230.4,1.4094,0.438759,execute
ENS-000193,committee,5,"[""foundation"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.67434,0.615006,False,0.5674,1140.52,1.3064,0.380095,escalate
ENS-000194,parallel,3,"[""sentinel"", ""sovereign"", ""predictor""]",0.8982,0.587257,False,0.1976,244.9,0.2805,0.362945,escalate
ENS-000195,adaptive,7,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.743643,0.727331,True,0.3236,1888.19,2.1629,0.449515,execute
ENS-000196,parallel,5,"[""sentinel"", ""synthesizer"", ""foundation"", ""validator""]",0.65116,0.748211,True,0.5507,388.6,0.4451,0.46242,execute
ENS-000197,cascade,3,"[""specialist"", ""foundation""]",0.4362,0.693755,True,0.2809,305.12,0.3495,0.428764,execute
ENS-000198,tournament,7,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.674643,0.755364,True,0.6119,2105.56,2.4119,0.466841,execute
ENS-000199,tournament,6,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer""]",0.649133,0.696219,True,0.5178,1693.85,1.9403,0.430287,execute
ENS-000200,tournament,6,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""sovereign""]",0.670183,0.776487,True,0.3424,1374.4,1.5743,0.479896,execute
ENS-000201,hierarchical,7,"[""foundation"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.706086,0.59727,False,0.6399,1361.84,1.56,0.369133,escalate
ENS-000202,parallel,4,"[""specialist"", ""synthesizer"", ""foundation""]",0.578175,0.707879,True,0.4364,392.04,0.4491,0.437493,execute
ENS-000203,adversarial,8,"[""foundation"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.65095,0.721717,True,0.6412,1852.98,2.1225,0.446046,execute
ENS-000204,cascade,8,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.641312,0.660074,True,0.5239,2319.07,2.6564,0.407948,execute
ENS-000205,hierarchical,4,"[""specialist"", ""foundation"", ""validator"", ""sovereign""]",0.502925,0.733671,True,0.5159,741.88,0.8498,0.453433,execute
ENS-000206,parallel,8,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.631887,0.663457,True,0.577,371.77,0.4259,0.410039,execute
ENS-000207,adaptive,3,"[""specialist"", ""synthesizer"", ""foundation""]",0.624767,0.539172,False,0.4998,538.69,0.6171,0.333227,escalate
ENS-000208,parallel,5,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel""]",0.86518,0.661568,True,0.1889,399.79,0.4579,0.408871,execute
ENS-000209,cascade,8,"[""foundation"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.644388,0.60035,False,0.5633,1612.6,1.8472,0.371037,escalate
ENS-000210,tournament,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.7152,0.671649,True,0.3762,1678.09,1.9222,0.415102,execute
ENS-000211,adversarial,3,"[""specialist"", ""foundation"", ""predictor""]",0.721867,0.51666,False,0.4679,789.07,0.9039,0.319314,escalate
ENS-000212,hierarchical,7,"[""synthesizer"", ""specialist"", ""foundation"", ""predictor""]",0.634671,0.680144,True,0.5653,1535.9,1.7593,0.420352,execute
ENS-000213,adversarial,3,"[""specialist"", ""validator"", ""sovereign""]",0.620333,0.607475,False,0.2985,667.4,0.7645,0.37544,escalate
ENS-000214,parallel,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.562588,0.684545,True,0.5643,360.29,0.4127,0.423072,execute
ENS-000215,cascade,4,"[""specialist"", ""synthesizer"", ""foundation"", ""sovereign""]",0.47525,0.645791,True,0.3169,778.78,0.8921,0.399121,execute
ENS-000216,hierarchical,7,"[""sentinel"", ""foundation"", ""sovereign"", ""predictor""]",0.7208,0.612763,False,0.3293,1708.12,1.9566,0.378709,escalate
ENS-000217,adaptive,8,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""sovereign""]",0.66985,0.640328,True,0.518,1937.09,2.2189,0.395744,execute
ENS-000218,committee,4,"[""sentinel"", ""synthesizer"", ""sovereign""]",0.672425,0.880358,True,0.5537,906.16,1.038,0.544091,execute
ENS-000219,committee,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.69835,0.687649,True,0.6167,2155.31,2.4689,0.424991,execute
ENS-000220,cascade,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel""]",0.686037,0.670691,True,0.5262,1752.68,2.0076,0.41451,execute
ENS-000221,hierarchical,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer""]",0.6133,0.800753,True,0.4499,1262.69,1.4464,0.494892,execute
ENS-000222,adaptive,3,"[""specialist"", ""predictor""]",0.8929,0.70135,True,0.2048,781.21,0.8949,0.433458,execute
ENS-000223,cascade,3,"[""synthesizer"", ""foundation"", ""predictor""]",0.8333,0.786947,True,0.2004,623.1,0.7137,0.48636,execute
ENS-000224,parallel,5,"[""sentinel"", ""specialist"", ""foundation""]",0.68264,0.732183,True,0.5901,326.1,0.3735,0.452514,execute
ENS-000225,parallel,4,"[""synthesizer"", ""sovereign"", ""predictor""]",0.48685,0.726582,True,0.2123,281.6,0.3226,0.449052,execute
ENS-000226,committee,5,"[""foundation"", ""specialist"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.7008,0.73328,True,0.4872,947.83,1.0857,0.453192,execute
ENS-000227,hierarchical,3,"[""synthesizer"", ""validator"", ""predictor""]",0.500933,0.760895,True,0.3018,713.99,0.8179,0.470259,execute
ENS-000228,adversarial,4,"[""synthesizer"", ""specialist"", ""foundation""]",0.6879,0.650774,True,0.6095,1036.12,1.1868,0.402201,execute
ENS-000229,committee,3,"[""specialist"", ""foundation"", ""predictor""]",0.406833,0.594849,False,0.0248,624.23,0.715,0.367637,escalate
ENS-000230,cascade,8,"[""foundation"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.800763,0.707475,True,0.6506,1903.76,2.1807,0.437244,execute
ENS-000231,hierarchical,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer""]",0.68715,0.725476,True,0.5696,2127.13,2.4366,0.448369,execute
ENS-000232,adversarial,4,"[""specialist"", ""synthesizer"", ""foundation"", ""predictor""]",0.7126,0.77328,True,0.4781,894.52,1.0247,0.477914,execute
ENS-000233,hierarchical,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.776671,0.754009,True,0.3371,1267.84,1.4523,0.466003,execute
ENS-000234,committee,6,"[""sentinel"", ""synthesizer"", ""foundation"", ""sovereign""]",0.628917,0.805572,True,0.5697,1059.62,1.2138,0.497871,execute
ENS-000235,cascade,7,"[""synthesizer"", ""specialist"", ""sovereign"", ""predictor""]",0.571686,0.75832,True,0.4584,1618.47,1.8539,0.468668,execute
ENS-000236,hierarchical,5,"[""synthesizer"", ""foundation"", ""validator"", ""sovereign""]",0.7169,0.686219,True,0.4761,1123.25,1.2867,0.424107,execute
ENS-000237,cascade,3,"[""validator"", ""sovereign"", ""predictor""]",0.6679,0.847694,True,0.2685,558.7,0.64,0.523904,execute
ENS-000238,adversarial,5,"[""specialist"", ""synthesizer"", ""validator"", ""sovereign""]",0.53942,0.6316,True,0.5023,904.6,1.0362,0.39035,execute
ENS-000239,hierarchical,3,"[""synthesizer"", ""foundation"", ""sovereign""]",0.446133,0.624106,True,0.1552,641.0,0.7343,0.385719,execute
ENS-000240,adaptive,6,"[""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.630667,0.775883,True,0.6197,1329.45,1.5229,0.479522,execute
ENS-000241,adaptive,8,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""sovereign""]",0.551863,0.579738,False,0.5912,1422.29,1.6292,0.358298,escalate
ENS-000242,adversarial,6,"[""sentinel"", ""synthesizer"", ""sovereign"", ""predictor""]",0.6479,0.620668,True,0.5769,1291.8,1.4797,0.383594,execute
ENS-000243,hierarchical,8,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer""]",0.57565,0.673934,True,0.6153,1965.77,2.2517,0.416514,execute
ENS-000244,cascade,7,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""synthesizer""]",0.705557,0.826825,True,0.4103,1768.22,2.0255,0.511006,execute
ENS-000245,hierarchical,8,"[""foundation"", ""specialist"", ""validator"", ""synthesizer"", ""sovereign""]",0.687738,0.655197,True,0.5988,1975.84,2.2633,0.404934,execute
ENS-000246,adversarial,5,"[""synthesizer"", ""foundation"", ""validator"", ""predictor""]",0.62098,0.597399,False,0.4163,803.06,0.9199,0.369213,escalate
ENS-000247,committee,8,"[""foundation"", ""specialist"", ""validator"", ""synthesizer"", ""sovereign""]",0.513425,0.782028,True,0.5242,1884.75,2.1589,0.48332,execute
ENS-000248,committee,6,"[""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.617633,0.796636,True,0.5013,1068.95,1.2245,0.492348,execute
ENS-000249,adaptive,3,"[""synthesizer"", ""specialist"", ""predictor""]",0.515733,0.762413,True,0.4902,938.02,1.0745,0.471197,execute
ENS-000250,cascade,5,"[""specialist"", ""validator"", ""predictor""]",0.7093,0.604222,False,0.5387,1028.64,1.1783,0.37343,escalate
ENS-000251,hierarchical,5,"[""sentinel"", ""specialist"", ""validator"", ""predictor""]",0.64496,0.762632,True,0.4732,902.34,1.0336,0.471332,execute
ENS-000252,hierarchical,6,"[""sentinel"", ""synthesizer"", ""sovereign"", ""predictor""]",0.47505,0.696431,True,0.2458,1347.1,1.5431,0.430418,execute
ENS-000253,adversarial,7,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.554486,0.67765,True,0.4,1506.54,1.7257,0.418811,execute
ENS-000254,tournament,3,"[""synthesizer"", ""validator"", ""sovereign""]",0.731133,0.643032,True,0.1077,940.06,1.0768,0.397415,execute
ENS-000255,hierarchical,6,"[""synthesizer"", ""specialist"", ""foundation"", ""sovereign""]",0.556433,0.794692,True,0.4183,787.3,0.9018,0.491146,execute
ENS-000256,tournament,7,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer""]",0.711271,0.775928,True,0.4006,1838.75,2.1062,0.47955,execute
ENS-000257,adversarial,4,"[""foundation"", ""sovereign"", ""predictor""]",0.833625,0.686262,True,0.4224,757.61,0.8678,0.424133,execute
ENS-000258,committee,6,"[""sentinel"", ""synthesizer"", ""foundation"", ""validator""]",0.601783,0.673033,True,0.5734,1629.86,1.867,0.415957,execute
ENS-000259,hierarchical,7,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.710129,0.712573,True,0.6181,1841.63,2.1095,0.440394,execute
ENS-000260,tournament,4,"[""sentinel"", ""specialist"", ""foundation"", ""validator""]",0.668925,0.728447,True,0.5155,904.87,1.0365,0.450205,execute
ENS-000261,committee,8,"[""sentinel"", ""synthesizer"", ""sovereign"", ""predictor""]",0.76555,0.704553,True,0.5947,1690.0,1.9359,0.435438,execute
ENS-000262,hierarchical,3,"[""sentinel"", ""specialist"", ""sovereign""]",0.6121,0.81666,True,0.3156,797.6,0.9136,0.504724,execute
ENS-000263,adaptive,4,"[""foundation"", ""sovereign"", ""predictor""]",0.644375,0.648771,True,0.3409,1102.14,1.2625,0.400962,execute
ENS-000264,committee,8,"[""foundation"", ""specialist"", ""predictor"", ""synthesizer"", ""sovereign""]",0.691338,0.699012,True,0.6178,1459.01,1.6713,0.432013,execute
ENS-000265,adaptive,3,"[""specialist"", ""validator""]",0.6188,0.815069,True,0.5757,621.72,0.7122,0.503741,execute
ENS-000266,tournament,6,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.461133,0.747026,True,0.3746,1310.07,1.5007,0.461687,execute
ENS-000267,hierarchical,8,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.568025,0.637228,True,0.4985,1814.31,2.0782,0.393829,execute
ENS-000268,hierarchical,5,"[""sentinel"", ""specialist"", ""validator"", ""sovereign""]",0.612,0.715084,True,0.666,706.13,0.8089,0.441946,execute
ENS-000269,tournament,7,"[""synthesizer"", ""specialist"", ""validator"", ""sovereign""]",0.584071,0.627542,True,0.5341,1369.53,1.5688,0.387842,execute
ENS-000270,hierarchical,6,"[""sentinel"", ""specialist"", ""foundation"", ""validator""]",0.580417,0.813783,True,0.6406,1163.38,1.3326,0.502945,execute
ENS-000271,committee,6,"[""sentinel"", ""synthesizer"", ""validator"", ""sovereign""]",0.6841,0.715317,True,0.1823,1576.75,1.8061,0.44209,execute
ENS-000272,cascade,5,"[""sentinel"", ""specialist"", ""foundation"", ""predictor""]",0.49198,0.682201,True,0.6212,1524.56,1.7463,0.421623,execute
ENS-000273,tournament,3,"[""synthesizer"", ""specialist"", ""validator""]",0.7269,0.786425,True,0.5139,535.22,0.6131,0.486037,execute
ENS-000274,adaptive,8,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer""]",0.670225,0.679007,True,0.6503,1706.47,1.9547,0.419649,execute
ENS-000275,tournament,6,"[""sentinel"", ""specialist"", ""foundation""]",0.50825,0.618996,True,0.3866,1429.47,1.6374,0.382561,execute
ENS-000276,hierarchical,4,"[""specialist"", ""synthesizer"", ""foundation""]",0.51795,0.828701,True,0.4473,1211.39,1.3876,0.512166,execute
ENS-000277,tournament,3,"[""sentinel"", ""specialist"", ""validator""]",0.718033,0.779499,True,0.2078,639.61,0.7327,0.481757,execute
ENS-000278,adaptive,4,"[""sentinel"", ""synthesizer"", ""validator"", ""predictor""]",0.733425,0.675638,True,0.2741,1013.29,1.1607,0.417567,execute
ENS-000279,cascade,8,"[""foundation"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.703825,0.673651,True,0.5097,1785.2,2.0449,0.416339,execute
ENS-000280,hierarchical,3,"[""foundation"", ""validator"", ""sovereign""]",0.7247,0.644036,True,0.6469,575.51,0.6592,0.398036,execute
ENS-000281,cascade,6,"[""sentinel"", ""specialist"", ""foundation"", ""predictor""]",0.7775,0.611623,False,0.467,1401.59,1.6055,0.378004,escalate
ENS-000282,committee,7,"[""validator"", ""synthesizer"", ""specialist"", ""sentinel""]",0.626986,0.630988,True,0.5313,1527.94,1.7502,0.389972,execute
ENS-000283,hierarchical,3,"[""specialist"", ""synthesizer"", ""predictor""]",0.780667,0.653809,True,0.398,825.59,0.9457,0.404076,execute
ENS-000284,tournament,7,"[""sentinel"", ""synthesizer"", ""validator"", ""predictor""]",0.621429,0.872323,True,0.5178,1403.0,1.6071,0.539125,execute
ENS-000285,adversarial,4,"[""sentinel"", ""validator"", ""sovereign"", ""predictor""]",0.63695,0.739923,True,0.4967,878.16,1.0059,0.457298,execute
ENS-000286,cascade,7,"[""synthesizer"", ""foundation"", ""predictor""]",0.7094,0.838632,True,0.4563,1318.39,1.5102,0.518303,execute
ENS-000287,committee,7,"[""sentinel"", ""foundation"", ""validator"", ""sovereign""]",0.583743,0.788011,True,0.5657,1757.66,2.0134,0.487017,execute
ENS-000288,hierarchical,8,"[""foundation"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.578213,0.693613,True,0.4285,1648.56,1.8884,0.428677,execute
ENS-000289,committee,7,"[""foundation"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.730057,0.661491,True,0.3115,1309.82,1.5004,0.408824,execute
ENS-000290,parallel,6,"[""sentinel"", ""specialist"", ""validator"", ""sovereign""]",0.54265,0.759004,True,0.6161,279.23,0.3198,0.469091,execute
ENS-000291,adversarial,5,"[""specialist"", ""foundation"", ""validator"", ""predictor""]",0.53622,0.699787,True,0.3915,1362.56,1.5608,0.432492,execute
ENS-000292,committee,3,"[""foundation"", ""sovereign""]",0.584633,0.640857,True,0.3324,756.79,0.8669,0.396071,execute
ENS-000293,parallel,4,"[""foundation"", ""validator"", ""predictor""]",0.591625,0.701256,True,0.2582,388.8,0.4454,0.4334,execute
ENS-000294,committee,6,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel""]",0.719,0.725479,True,0.552,1214.34,1.391,0.448371,execute
ENS-000295,hierarchical,3,"[""sentinel"", ""foundation"", ""sovereign""]",0.593467,0.858989,True,0.5989,650.04,0.7446,0.530885,execute
ENS-000296,hierarchical,6,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer""]",0.58175,0.753305,True,0.4396,1120.48,1.2835,0.465568,execute
ENS-000297,hierarchical,5,"[""sentinel"", ""specialist"", ""synthesizer"", ""sovereign""]",0.6496,0.620553,True,0.4421,1123.64,1.2871,0.383523,execute
ENS-000298,adaptive,8,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.5696,0.6674,True,0.5036,1755.54,2.0109,0.412476,execute
ENS-000299,cascade,6,"[""foundation"", ""specialist"", ""validator"", ""synthesizer"", ""sovereign""]",0.589683,0.668285,True,0.5116,1128.63,1.2928,0.413023,execute
ENS-000300,committee,3,"[""specialist"", ""predictor""]",0.395433,0.497883,False,0.0434,924.05,1.0585,0.307709,escalate
ENS-000301,hierarchical,3,"[""synthesizer"", ""validator"", ""sovereign""]",0.598967,0.906654,True,0.5772,623.94,0.7147,0.560343,execute
ENS-000302,adaptive,6,"[""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.6896,0.802108,True,0.3978,1288.32,1.4757,0.49573,execute
ENS-000303,tournament,3,"[""sentinel"", ""specialist"", ""predictor""]",0.642467,0.732305,True,0.4787,496.08,0.5683,0.45259,execute
ENS-000304,adaptive,7,"[""sentinel"", ""synthesizer"", ""sovereign"", ""predictor""]",0.590586,0.688534,True,0.4545,1222.48,1.4003,0.425537,execute
ENS-000305,adversarial,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.5687,0.751294,True,0.376,1787.99,2.0481,0.464325,execute
ENS-000306,adversarial,3,"[""sentinel"", ""foundation"", ""sovereign""]",0.686533,0.556774,False,0.0581,587.41,0.6729,0.344105,escalate
ENS-000307,adversarial,8,"[""specialist"", ""validator"", ""predictor"", ""synthesizer"", ""sovereign""]",0.655162,0.659174,True,0.6257,2233.39,2.5583,0.407392,execute
ENS-000308,tournament,3,"[""synthesizer"", ""sovereign"", ""predictor""]",0.5626,0.517707,False,0.6345,397.83,0.4557,0.319961,escalate
ENS-000309,cascade,4,"[""sentinel"", ""foundation"", ""sovereign""]",0.535025,0.818963,True,0.5708,500.14,0.5729,0.506147,execute
ENS-000310,committee,6,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""sovereign""]",0.726633,0.664583,True,0.2617,1893.12,2.1685,0.410735,execute
ENS-000311,hierarchical,3,"[""synthesizer"", ""predictor""]",0.470833,0.581385,False,0.3447,775.69,0.8885,0.359316,escalate
ENS-000312,tournament,3,"[""sentinel"", ""synthesizer"", ""sovereign""]",0.764233,0.585127,False,0.5275,771.41,0.8836,0.361628,escalate
ENS-000313,parallel,5,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel""]",0.60648,0.715991,True,0.6183,305.33,0.3497,0.442507,execute
ENS-000314,adversarial,3,"[""sentinel"", ""specialist"", ""foundation""]",0.552667,0.700396,True,0.4005,721.1,0.826,0.432868,execute
ENS-000315,cascade,8,"[""specialist"", ""validator"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.739012,0.754726,True,0.5794,1950.34,2.2341,0.466446,execute
ENS-000316,adversarial,4,"[""synthesizer"", ""sovereign"", ""predictor""]",0.525725,0.641142,True,0.6171,1225.54,1.4038,0.396247,execute
ENS-000317,cascade,7,"[""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.636929,0.603776,False,0.4995,1267.09,1.4514,0.373154,escalate
ENS-000318,committee,6,"[""synthesizer"", ""foundation"", ""validator"", ""predictor""]",0.456,0.791126,True,0.2598,1195.06,1.3689,0.488942,execute
ENS-000319,parallel,7,"[""specialist"", ""synthesizer"", ""foundation"", ""validator""]",0.631186,0.700582,True,0.497,328.68,0.3765,0.432983,execute
ENS-000320,adaptive,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""synthesizer""]",0.697471,0.753857,True,0.4684,1342.06,1.5373,0.465909,execute
ENS-000321,hierarchical,5,"[""sentinel"", ""synthesizer"", ""predictor""]",0.70074,0.551627,False,0.3379,1158.71,1.3273,0.340924,escalate
ENS-000322,hierarchical,5,"[""sentinel"", ""specialist"", ""sovereign"", ""predictor""]",0.5736,0.865541,True,0.4655,1332.66,1.5265,0.534934,execute
ENS-000323,cascade,6,"[""synthesizer"", ""validator"", ""sovereign"", ""predictor""]",0.598083,0.674091,True,0.2707,1220.86,1.3985,0.416611,execute
ENS-000324,committee,4,"[""synthesizer"", ""foundation"", ""sovereign"", ""predictor""]",0.617075,0.697639,True,0.2764,1095.25,1.2546,0.431165,execute
ENS-000325,adaptive,4,"[""sentinel"", ""synthesizer"", ""sovereign"", ""predictor""]",0.802925,0.719706,True,0.1898,804.08,0.9211,0.444803,execute
ENS-000326,adversarial,7,"[""foundation"", ""specialist"", ""validator"", ""sentinel"", ""sovereign""]",0.566443,0.600677,False,0.3988,882.35,1.0107,0.371239,escalate
ENS-000327,adversarial,7,"[""foundation"", ""specialist"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer""]",0.595686,0.711464,True,0.6441,1545.94,1.7708,0.439709,execute
ENS-000328,hierarchical,7,"[""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.656971,0.634635,True,0.3401,1495.45,1.713,0.392226,execute
ENS-000329,committee,6,"[""specialist"", ""foundation"", ""validator"", ""predictor""]",0.63265,0.651621,True,0.2301,1334.19,1.5283,0.402724,execute
ENS-000330,parallel,7,"[""foundation"", ""specialist"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.697671,0.747772,True,0.5807,393.99,0.4513,0.462148,execute
ENS-000331,hierarchical,4,"[""foundation"", ""sovereign"", ""predictor""]",0.807525,0.695125,True,0.4809,915.57,1.0488,0.429611,execute
ENS-000332,adversarial,3,"[""synthesizer"", ""specialist""]",0.957767,0.571265,False,0.0692,646.24,0.7402,0.353061,escalate
ENS-000333,committee,7,"[""foundation"", ""specialist"", ""predictor"", ""sentinel"", ""sovereign""]",0.624729,0.666866,True,0.4925,1981.03,2.2692,0.412146,execute
ENS-000334,adaptive,7,"[""foundation"", ""validator"", ""predictor"", ""sentinel"", ""synthesizer"", ""sovereign""]",0.755857,0.635224,True,0.6346,1636.52,1.8746,0.39259,execute
ENS-000335,committee,5,"[""specialist"", ""synthesizer"", ""foundation"", ""validator""]",0.48368,0.732796,True,0.4045,1075.78,1.2323,0.452893,execute
ENS-000336,parallel,3,"[""specialist"", ""sovereign"", ""predictor""]",0.7791,0.794244,True,0.2198,367.52,0.421,0.49087,execute
